antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'Planctomycetes_9.0'}),frozenset({'Aquificae_10.0'}),0.6428571428571429,0.47619047619047616,0.40476190476190477,0.6296296296296295,1.3222222222222222,0.09863945578231292,1.414285714285714,0.6823529411764706
frozenset({'Aquificae_10.0'}),frozenset({'Planctomycetes_9.0'}),0.47619047619047616,0.6428571428571429,0.40476190476190477,0.8500000000000001,1.3222222222222222,0.09863945578231292,2.3809523809523823,0.4652406417112299
frozenset({'Planctomycetes_9.0'}),frozenset({'Chlorobi_10.0'}),0.6428571428571429,0.5,0.42857142857142855,0.6666666666666666,1.3333333333333333,0.1071428571428571,1.4999999999999998,0.6999999999999998
frozenset({'Chlorobi_10.0'}),frozenset({'Planctomycetes_9.0'}),0.5,0.6428571428571429,0.42857142857142855,0.8571428571428571,1.3333333333333333,0.1071428571428571,2.4999999999999987,0.4999999999999998
frozenset({'Planctomycetes_9.0'}),frozenset({'Thermotogae_10.0'}),0.6428571428571429,0.5952380952380952,0.42857142857142855,0.6666666666666666,1.1199999999999999,0.045918367346938715,1.2142857142857142,0.29999999999999966
frozenset({'Thermotogae_10.0'}),frozenset({'Planctomycetes_9.0'}),0.5952380952380952,0.6428571428571429,0.42857142857142855,0.72,1.1199999999999999,0.045918367346938715,1.2755102040816324,0.26470588235294085
frozenset({'Planctomycetes_9.0'}),frozenset({'Cyanobacteria_8.0'}),0.6428571428571429,0.5714285714285714,0.40476190476190477,0.6296296296296295,1.1018518518518519,0.037414965986394544,1.157142857142857,0.2588235294117646
frozenset({'Cyanobacteria_8.0'}),frozenset({'Planctomycetes_9.0'}),0.5714285714285714,0.6428571428571429,0.40476190476190477,0.7083333333333334,1.1018518518518519,0.037414965986394544,1.2244897959183674,0.21568627450980382
frozenset({'Dictyoglomi_10.0'}),frozenset({'Planctomycetes_9.0'}),0.38095238095238093,0.6428571428571429,0.3333333333333333,0.875,1.361111111111111,0.08843537414965985,2.8571428571428568,0.42857142857142855
frozenset({'Planctomycetes_9.0'}),frozenset({'Dictyoglomi_10.0'}),0.6428571428571429,0.38095238095238093,0.3333333333333333,0.5185185185185185,1.3611111111111112,0.08843537414965985,1.2857142857142856,0.7428571428571429
frozenset({'Chrysiogenetes_10.0'}),frozenset({'Chloroflexi_10.0'}),0.7380952380952381,0.5952380952380952,0.5714285714285714,0.7741935483870966,1.3006451612903223,0.13208616780045346,1.79251700680272,0.8825757575757573
frozenset({'Chloroflexi_10.0'}),frozenset({'Chrysiogenetes_10.0'}),0.5952380952380952,0.7380952380952381,0.5714285714285714,0.96,1.3006451612903225,0.13208616780045346,6.54761904761904,0.5710784313725489
frozenset({'Chloroflexi_10.0'}),frozenset({'Aquificae_10.0'}),0.5952380952380952,0.47619047619047616,0.4523809523809524,0.76,1.596,0.1689342403628118,2.182539682539683,0.9226006191950464
frozenset({'Aquificae_10.0'}),frozenset({'Chloroflexi_10.0'}),0.47619047619047616,0.5952380952380952,0.4523809523809524,0.9500000000000001,1.596,0.1689342403628118,8.095238095238106,0.7129186602870813
frozenset({'Chloroflexi_10.0'}),frozenset({'Chlorobi_10.0'}),0.5952380952380952,0.5,0.38095238095238093,0.64,1.28,0.08333333333333331,1.3888888888888888,0.5404411764705881
frozenset({'Chlorobi_10.0'}),frozenset({'Chloroflexi_10.0'}),0.5,0.5952380952380952,0.38095238095238093,0.7619047619047619,1.28,0.08333333333333331,1.6999999999999997,0.43749999999999994
frozenset({'Chloroflexi_10.0'}),frozenset({'Thermotogae_10.0'}),0.5952380952380952,0.5952380952380952,0.4523809523809524,0.76,1.2768,0.09807256235827666,1.6865079365079365,0.5356037151702787
frozenset({'Thermotogae_10.0'}),frozenset({'Chloroflexi_10.0'}),0.5952380952380952,0.5952380952380952,0.4523809523809524,0.76,1.2768,0.09807256235827666,1.6865079365079365,0.5356037151702787
frozenset({'Cyanobacteria_8.0'}),frozenset({'Chloroflexi_10.0'}),0.5714285714285714,0.5952380952380952,0.42857142857142855,0.75,1.26,0.08843537414965985,1.619047619047619,0.4814814814814814
frozenset({'Chloroflexi_10.0'}),frozenset({'Cyanobacteria_8.0'}),0.5952380952380952,0.5714285714285714,0.42857142857142855,0.72,1.26,0.08843537414965985,1.530612244897959,0.5098039215686274
frozenset({'Deferribacteres_6.0'}),frozenset({'Chloroflexi_10.0'}),0.35714285714285715,0.5952380952380952,0.30952380952380953,0.8666666666666667,1.456,0.09693877551020408,3.0357142857142865,0.48717948717948717
frozenset({'Chloroflexi_10.0'}),frozenset({'Deferribacteres_6.0'}),0.5952380952380952,0.35714285714285715,0.30952380952380953,0.52,1.456,0.09693877551020408,1.3392857142857142,0.7737556561085971
frozenset({'Dictyoglomi_10.0'}),frozenset({'Chloroflexi_10.0'}),0.38095238095238093,0.5952380952380952,0.35714285714285715,0.9375000000000001,1.5750000000000002,0.1303854875283447,6.476190476190488,0.5897435897435898
frozenset({'Chloroflexi_10.0'}),frozenset({'Dictyoglomi_10.0'}),0.5952380952380952,0.38095238095238093,0.35714285714285715,0.6,1.575,0.1303854875283447,1.5476190476190477,0.9019607843137257
frozenset({'Chloroflexi_10.0'}),frozenset({'Chlamydiae_10.0'}),0.5952380952380952,0.35714285714285715,0.30952380952380953,0.52,1.456,0.09693877551020408,1.3392857142857142,0.7737556561085971
frozenset({'Chlamydiae_10.0'}),frozenset({'Chloroflexi_10.0'}),0.35714285714285715,0.5952380952380952,0.30952380952380953,0.8666666666666667,1.456,0.09693877551020408,3.0357142857142865,0.48717948717948717
frozenset({'Chrysiogenetes_10.0'}),frozenset({'Aquificae_10.0'}),0.7380952380952381,0.47619047619047616,0.4523809523809524,0.6129032258064516,1.2870967741935484,0.10090702947845803,1.3531746031746033,0.8516746411483254
frozenset({'Aquificae_10.0'}),frozenset({'Chrysiogenetes_10.0'}),0.47619047619047616,0.7380952380952381,0.4523809523809524,0.9500000000000001,1.2870967741935484,0.10090702947845803,5.238095238095244,0.42583732057416257
frozenset({'Chrysiogenetes_10.0'}),frozenset({'Chlorobi_10.0'}),0.7380952380952381,0.5,0.5,0.6774193548387096,1.3548387096774193,0.13095238095238093,1.5499999999999998,1.0
frozenset({'Chlorobi_10.0'}),frozenset({'Chrysiogenetes_10.0'}),0.5,0.7380952380952381,0.5,1.0,1.3548387096774193,0.13095238095238093,inf,0.5238095238095237
frozenset({'Gemmatimonadetes_9.0'}),frozenset({'Chrysiogenetes_10.0'}),0.35714285714285715,0.7380952380952381,0.3333333333333333,0.9333333333333332,1.264516129032258,0.06972789115646255,3.928571428571422,0.3253968253968253
frozenset({'Chrysiogenetes_10.0'}),frozenset({'Gemmatimonadetes_9.0'}),0.7380952380952381,0.35714285714285715,0.3333333333333333,0.4516129032258064,1.2645161290322577,0.06972789115646255,1.172268907563025,0.7987012987012985
frozenset({'Chrysiogenetes_10.0'}),frozenset({'Thermotogae_10.0'}),0.7380952380952381,0.5952380952380952,0.5238095238095238,0.7096774193548387,1.1922580645161291,0.0844671201814059,1.3941798941798944,0.6157024793388431
frozenset({'Thermotogae_10.0'}),frozenset({'Chrysiogenetes_10.0'}),0.5952380952380952,0.7380952380952381,0.5238095238095238,0.88,1.192258064516129,0.0844671201814059,2.1825396825396823,0.3983957219251337
frozenset({'Cyanobacteria_8.0'}),frozenset({'Chrysiogenetes_10.0'}),0.5714285714285714,0.7380952380952381,0.5,0.875,1.1854838709677418,0.07823129251700678,2.095238095238095,0.36507936507936495
frozenset({'Chrysiogenetes_10.0'}),frozenset({'Cyanobacteria_8.0'}),0.7380952380952381,0.5714285714285714,0.5,0.6774193548387096,1.185483870967742,0.07823129251700678,1.3285714285714285,0.5974025974025973
frozenset({'Deferribacteres_6.0'}),frozenset({'Chrysiogenetes_10.0'}),0.35714285714285715,0.7380952380952381,0.3333333333333333,0.9333333333333332,1.264516129032258,0.06972789115646255,3.928571428571422,0.3253968253968253
frozenset({'Chrysiogenetes_10.0'}),frozenset({'Deferribacteres_6.0'}),0.7380952380952381,0.35714285714285715,0.3333333333333333,0.4516129032258064,1.2645161290322577,0.06972789115646255,1.172268907563025,0.7987012987012985
frozenset({'Dictyoglomi_10.0'}),frozenset({'Chrysiogenetes_10.0'}),0.38095238095238093,0.7380952380952381,0.35714285714285715,0.9375000000000001,1.2701612903225807,0.07596371882086167,4.190476190476197,0.34358974358974353
frozenset({'Chrysiogenetes_10.0'}),frozenset({'Dictyoglomi_10.0'}),0.7380952380952381,0.38095238095238093,0.35714285714285715,0.48387096774193544,1.2701612903225805,0.07596371882086167,1.199404761904762,0.8121212121212121
frozenset({'Chrysiogenetes_10.0'}),frozenset({'Chlamydiae_10.0'}),0.7380952380952381,0.35714285714285715,0.3333333333333333,0.4516129032258064,1.2645161290322577,0.06972789115646255,1.172268907563025,0.7987012987012985
frozenset({'Chlamydiae_10.0'}),frozenset({'Chrysiogenetes_10.0'}),0.35714285714285715,0.7380952380952381,0.3333333333333333,0.9333333333333332,1.264516129032258,0.06972789115646255,3.928571428571422,0.3253968253968253
frozenset({'Aquificae_10.0'}),frozenset({'Chlorobi_10.0'}),0.47619047619047616,0.5,0.3333333333333333,0.7,1.4,0.09523809523809523,1.6666666666666665,0.5454545454545454
frozenset({'Chlorobi_10.0'}),frozenset({'Aquificae_10.0'}),0.5,0.47619047619047616,0.3333333333333333,0.6666666666666666,1.4,0.09523809523809523,1.5714285714285714,0.5714285714285714
frozenset({'Aquificae_10.0'}),frozenset({'Thermotogae_10.0'}),0.47619047619047616,0.5952380952380952,0.38095238095238093,0.8,1.344,0.09750566893424034,2.023809523809524,0.48863636363636354
frozenset({'Thermotogae_10.0'}),frozenset({'Aquificae_10.0'}),0.5952380952380952,0.47619047619047616,0.38095238095238093,0.64,1.344,0.09750566893424034,1.4550264550264551,0.6323529411764705
frozenset({'Cyanobacteria_8.0'}),frozenset({'Aquificae_10.0'}),0.5714285714285714,0.47619047619047616,0.35714285714285715,0.625,1.3125,0.08503401360544222,1.396825396825397,0.5555555555555558
frozenset({'Aquificae_10.0'}),frozenset({'Cyanobacteria_8.0'}),0.47619047619047616,0.5714285714285714,0.35714285714285715,0.7500000000000001,1.3125000000000002,0.08503401360544222,1.714285714285715,0.4545454545454547
frozenset({'Dictyoglomi_10.0'}),frozenset({'Aquificae_10.0'}),0.38095238095238093,0.47619047619047616,0.3333333333333333,0.875,1.8375000000000001,0.15192743764172337,4.190476190476191,0.7362637362637363
frozenset({'Aquificae_10.0'}),frozenset({'Dictyoglomi_10.0'}),0.47619047619047616,0.38095238095238093,0.3333333333333333,0.7,1.8375,0.15192743764172337,2.0634920634920633,0.8701298701298702
frozenset({'Chlorobi_10.0'}),frozenset({'Thermotogae_10.0'}),0.5,0.5952380952380952,0.40476190476190477,0.8095238095238095,1.36,0.10714285714285715,2.125,0.5294117647058824
frozenset({'Thermotogae_10.0'}),frozenset({'Chlorobi_10.0'}),0.5952380952380952,0.5,0.40476190476190477,0.68,1.36,0.10714285714285715,1.5625000000000002,0.6539792387543253
frozenset({'Cyanobacteria_8.0'}),frozenset({'Chlorobi_10.0'}),0.5714285714285714,0.5,0.3333333333333333,0.5833333333333334,1.1666666666666667,0.047619047619047616,1.2000000000000002,0.3333333333333333
frozenset({'Chlorobi_10.0'}),frozenset({'Cyanobacteria_8.0'}),0.5,0.5714285714285714,0.3333333333333333,0.6666666666666666,1.1666666666666667,0.047619047619047616,1.2857142857142856,0.2857142857142857
frozenset({'Cyanobacteria_8.0'}),frozenset({'Thermotogae_10.0'}),0.5714285714285714,0.5952380952380952,0.40476190476190477,0.7083333333333334,1.1900000000000002,0.06462585034013607,1.3877551020408165,0.3725490196078432
frozenset({'Thermotogae_10.0'}),frozenset({'Cyanobacteria_8.0'}),0.5952380952380952,0.5714285714285714,0.40476190476190477,0.68,1.1900000000000002,0.06462585034013607,1.3392857142857146,0.3944636678200693
frozenset({'Thermotogae_10.0'}),frozenset({'Chlamydiae_10.0'}),0.5952380952380952,0.35714285714285715,0.30952380952380953,0.52,1.456,0.09693877551020408,1.3392857142857142,0.7737556561085971
frozenset({'Chlamydiae_10.0'}),frozenset({'Thermotogae_10.0'}),0.35714285714285715,0.5952380952380952,0.30952380952380953,0.8666666666666667,1.456,0.09693877551020408,3.0357142857142865,0.48717948717948717
"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",frozenset({'Spirochaetes_7.0'}),0.47619047619047616,0.40476190476190477,0.30952380952380953,0.65,1.6058823529411765,0.11678004535147393,1.7006802721088436,0.7202797202797202
"frozenset({'Planctomycetes_9.0', 'Spirochaetes_7.0'})",frozenset({'Armatimonadetes_9.0'}),0.35714285714285715,0.6190476190476191,0.30952380952380953,0.8666666666666667,1.4,0.08843537414965985,2.8571428571428577,0.44444444444444436
"frozenset({'Armatimonadetes_9.0', 'Spirochaetes_7.0'})",frozenset({'Planctomycetes_9.0'}),0.3333333333333333,0.6428571428571429,0.30952380952380953,0.9285714285714286,1.4444444444444444,0.09523809523809523,5.000000000000002,0.46153846153846145
frozenset({'Planctomycetes_9.0'}),"frozenset({'Armatimonadetes_9.0', 'Spirochaetes_7.0'})",0.6428571428571429,0.3333333333333333,0.30952380952380953,0.48148148148148145,1.4444444444444444,0.09523809523809523,1.2857142857142856,0.8615384615384616
frozenset({'Armatimonadetes_9.0'}),"frozenset({'Planctomycetes_9.0', 'Spirochaetes_7.0'})",0.6190476190476191,0.35714285714285715,0.30952380952380953,0.5,1.4,0.08843537414965985,1.2857142857142856,0.7499999999999999
frozenset({'Spirochaetes_7.0'}),"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",0.40476190476190477,0.47619047619047616,0.30952380952380953,0.7647058823529412,1.6058823529411768,0.11678004535147393,2.2261904761904767,0.633846153846154
"frozenset({'Armatimonadetes_9.0', 'Chrysiogenetes_10.0'})",frozenset({'Spirochaetes_7.0'}),0.5476190476190477,0.40476190476190477,0.30952380952380953,0.5652173913043478,1.3964194373401533,0.08786848072562356,1.3690476190476188,0.6275303643724695
"frozenset({'Armatimonadetes_9.0', 'Spirochaetes_7.0'})",frozenset({'Chrysiogenetes_10.0'}),0.3333333333333333,0.7380952380952381,0.30952380952380953,0.9285714285714286,1.2580645161290323,0.06349206349206349,3.666666666666668,0.30769230769230765
"frozenset({'Spirochaetes_7.0', 'Chrysiogenetes_10.0'})",frozenset({'Armatimonadetes_9.0'}),0.35714285714285715,0.6190476190476191,0.30952380952380953,0.8666666666666667,1.4,0.08843537414965985,2.8571428571428577,0.44444444444444436
frozenset({'Armatimonadetes_9.0'}),"frozenset({'Spirochaetes_7.0', 'Chrysiogenetes_10.0'})",0.6190476190476191,0.35714285714285715,0.30952380952380953,0.5,1.4,0.08843537414965985,1.2857142857142856,0.7499999999999999
frozenset({'Chrysiogenetes_10.0'}),"frozenset({'Armatimonadetes_9.0', 'Spirochaetes_7.0'})",0.7380952380952381,0.3333333333333333,0.30952380952380953,0.41935483870967744,1.2580645161290325,0.06349206349206349,1.1481481481481484,0.7832167832167833
frozenset({'Spirochaetes_7.0'}),"frozenset({'Armatimonadetes_9.0', 'Chrysiogenetes_10.0'})",0.40476190476190477,0.5476190476190477,0.30952380952380953,0.7647058823529412,1.3964194373401535,0.08786848072562356,1.922619047619048,0.47692307692307684
"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",frozenset({'Chloroflexi_10.0'}),0.47619047619047616,0.5952380952380952,0.38095238095238093,0.8,1.344,0.09750566893424034,2.023809523809524,0.48863636363636354
"frozenset({'Planctomycetes_9.0', 'Chloroflexi_10.0'})",frozenset({'Armatimonadetes_9.0'}),0.47619047619047616,0.6190476190476191,0.38095238095238093,0.8,1.2923076923076924,0.08616780045351474,1.904761904761905,0.4318181818181818
"frozenset({'Armatimonadetes_9.0', 'Chloroflexi_10.0'})",frozenset({'Planctomycetes_9.0'}),0.42857142857142855,0.6428571428571429,0.38095238095238093,0.8888888888888888,1.382716049382716,0.10544217687074825,3.2142857142857126,0.48437499999999983
frozenset({'Planctomycetes_9.0'}),"frozenset({'Armatimonadetes_9.0', 'Chloroflexi_10.0'})",0.6428571428571429,0.42857142857142855,0.38095238095238093,0.5925925925925926,1.382716049382716,0.10544217687074825,1.4025974025974024,0.7749999999999997
frozenset({'Armatimonadetes_9.0'}),"frozenset({'Planctomycetes_9.0', 'Chloroflexi_10.0'})",0.6190476190476191,0.47619047619047616,0.38095238095238093,0.6153846153846153,1.2923076923076922,0.08616780045351474,1.3619047619047617,0.5937500000000001
frozenset({'Chloroflexi_10.0'}),"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",0.5952380952380952,0.47619047619047616,0.38095238095238093,0.64,1.344,0.09750566893424034,1.4550264550264551,0.6323529411764705
"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",frozenset({'Chrysiogenetes_10.0'}),0.47619047619047616,0.7380952380952381,0.47619047619047616,1.0,1.3548387096774193,0.12471655328798181,inf,0.49999999999999983
"frozenset({'Planctomycetes_9.0', 'Chrysiogenetes_10.0'})",frozenset({'Armatimonadetes_9.0'}),0.5476190476190477,0.6190476190476191,0.47619047619047616,0.8695652173913042,1.4046822742474914,0.13718820861678,2.9206349206349174,0.6368421052631578
"frozenset({'Armatimonadetes_9.0', 'Chrysiogenetes_10.0'})",frozenset({'Planctomycetes_9.0'}),0.5476190476190477,0.6428571428571429,0.47619047619047616,0.8695652173913042,1.3526570048309177,0.1241496598639455,2.738095238095235,0.5763157894736839
frozenset({'Planctomycetes_9.0'}),"frozenset({'Armatimonadetes_9.0', 'Chrysiogenetes_10.0'})",0.6428571428571429,0.5476190476190477,0.47619047619047616,0.7407407407407407,1.3526570048309177,0.1241496598639455,1.744897959183673,0.7299999999999996
frozenset({'Armatimonadetes_9.0'}),"frozenset({'Planctomycetes_9.0', 'Chrysiogenetes_10.0'})",0.6190476190476191,0.5476190476190477,0.47619047619047616,0.7692307692307692,1.4046822742474914,0.13718820861678,1.9603174603174596,0.7562499999999999
frozenset({'Chrysiogenetes_10.0'}),"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",0.7380952380952381,0.47619047619047616,0.47619047619047616,0.6451612903225806,1.3548387096774195,0.12471655328798181,1.4761904761904763,0.9999999999999999
"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",frozenset({'Aquificae_10.0'}),0.47619047619047616,0.47619047619047616,0.30952380952380953,0.65,1.3650000000000002,0.08276643990929708,1.4965986394557824,0.5104895104895106
"frozenset({'Planctomycetes_9.0', 'Aquificae_10.0'})",frozenset({'Armatimonadetes_9.0'}),0.40476190476190477,0.6190476190476191,0.30952380952380953,0.7647058823529412,1.2352941176470589,0.058956916099773216,1.6190476190476193,0.31999999999999984
"frozenset({'Armatimonadetes_9.0', 'Aquificae_10.0'})",frozenset({'Planctomycetes_9.0'}),0.35714285714285715,0.6428571428571429,0.30952380952380953,0.8666666666666667,1.348148148148148,0.07993197278911562,2.678571428571429,0.4017094017094016
frozenset({'Planctomycetes_9.0'}),"frozenset({'Armatimonadetes_9.0', 'Aquificae_10.0'})",0.6428571428571429,0.35714285714285715,0.30952380952380953,0.48148148148148145,1.348148148148148,0.07993197278911562,1.2397959183673466,0.723076923076923
frozenset({'Armatimonadetes_9.0'}),"frozenset({'Planctomycetes_9.0', 'Aquificae_10.0'})",0.6190476190476191,0.40476190476190477,0.30952380952380953,0.5,1.2352941176470589,0.058956916099773216,1.1904761904761905,0.4999999999999998
frozenset({'Aquificae_10.0'}),"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",0.47619047619047616,0.47619047619047616,0.30952380952380953,0.65,1.3650000000000002,0.08276643990929708,1.4965986394557824,0.5104895104895106
"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",frozenset({'Chlorobi_10.0'}),0.47619047619047616,0.5,0.40476190476190477,0.8500000000000001,1.7000000000000002,0.16666666666666669,3.3333333333333353,0.786096256684492
"frozenset({'Planctomycetes_9.0', 'Chlorobi_10.0'})",frozenset({'Armatimonadetes_9.0'}),0.42857142857142855,0.6190476190476191,0.40476190476190477,0.9444444444444445,1.5256410256410258,0.13945578231292516,6.857142857142867,0.6029411764705882
"frozenset({'Armatimonadetes_9.0', 'Chlorobi_10.0'})",frozenset({'Planctomycetes_9.0'}),0.4523809523809524,0.6428571428571429,0.40476190476190477,0.8947368421052632,1.3918128654970758,0.11394557823129248,3.392857142857143,0.5140664961636826
frozenset({'Planctomycetes_9.0'}),"frozenset({'Armatimonadetes_9.0', 'Chlorobi_10.0'})",0.6428571428571429,0.4523809523809524,0.40476190476190477,0.6296296296296295,1.3918128654970758,0.11394557823129248,1.4785714285714284,0.7882352941176468
frozenset({'Armatimonadetes_9.0'}),"frozenset({'Planctomycetes_9.0', 'Chlorobi_10.0'})",0.6190476190476191,0.42857142857142855,0.40476190476190477,0.6538461538461539,1.5256410256410258,0.13945578231292516,1.6507936507936507,0.9044117647058824
frozenset({'Chlorobi_10.0'}),"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",0.5,0.47619047619047616,0.40476190476190477,0.8095238095238095,1.7000000000000002,0.16666666666666669,2.7500000000000004,0.823529411764706
"frozenset({'Planctomycetes_9.0', 'Armatimonadetes_9.0'})",frozenset({'Thermotogae_10.0'}),0.47619047619047616,0.5952380952380952,0.35714285714285715,0.7500000000000001,1.2600000000000002,0.07369614512471656,1.6190476190476197,0.393939393939394
"frozenset({'Planctomycetes_9.0', 'Thermotogae_10.0'})",frozenset({'Armatimonadetes_9.0'}),0.42857142857142855,0.6190476190476191,0.35714285714285715,0.8333333333333334,1.3461538461538463,0.09183673469387754,2.285714285714286,0.44999999999999996
"frozenset({'Armatimonadetes_9.0', 'Thermotogae_10.0'})",frozenset({'Planctomycetes_9.0'}),0.4523809523809524,0.6428571428571429,0.35714285714285715,0.7894736842105263,1.2280701754385963,0.06632653061224486,1.6964285714285714,0.33913043478260846
frozenset({'Planctomycetes_9.0'}),"frozenset({'Armatimonadetes_9.0', 'Thermotogae_10.0'})",0.6428571428571429,0.4523809523809524,0.35714285714285715,0.5555555555555556,1.2280701754385965,0.06632653061224486,1.2321428571428574,0.5199999999999998
